帧编号,帧id,阶段,PGN,报文代号,报文描述,优先权,源地址-目的地址,帧长度,帧数据,帧数据含义
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1046,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1047,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1048,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x25360635110010,最高单体动力蓄电池电压所在编号38.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1127687.00；最低动力蓄电池温度268439811.00℃；最低动力蓄电池温度检测点编号1048594.00；
1049,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1050,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1051,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1052,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1053,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1054,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1055,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1056,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1057,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F30E780E50514D,多帧发送的第1帧
1058,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1059,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1060,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1061,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1062,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x3D3606350F0010,最高单体动力蓄电池电压所在编号62.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
1063,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1064,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1065,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1066,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1067,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1068,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1069,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1070,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1071,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1072,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F20E7C0E50514D,多帧发送的第1帧
1073,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1074,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1075,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1076,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF60E760E0000FD,电压输出值（V）383.00V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1077,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x29360635110010,最高单体动力蓄电池电压所在编号42.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1127687.00；最低动力蓄电池温度268439811.00℃；最低动力蓄电池温度检测点编号1048594.00；
1078,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1079,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1080,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1081,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1082,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1083,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1084,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1085,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1086,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1087,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F20E720E50E14D,多帧发送的第1帧
1088,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1089,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1090,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1091,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1092,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x3C3606350F0010,最高单体动力蓄电池电压所在编号61.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
1093,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1094,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1095,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1096,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1097,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1098,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1099,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1100,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1101,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F40E740E50314D,多帧发送的第1帧
1102,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1103,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1104,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1105,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1106,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x3C3606350F0010,最高单体动力蓄电池电压所在编号61.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
1107,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1108,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1109,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1110,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1111,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1112,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1113,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1114,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1115,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1116,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F50E760E50314D,多帧发送的第1帧
1117,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1118,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1119,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1120,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1121,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x3C360635110010,最高单体动力蓄电池电压所在编号61.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1127687.00；最低动力蓄电池温度268439811.00℃；最低动力蓄电池温度检测点编号1048594.00；
1122,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1123,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1124,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1125,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1126,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1127,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1128,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1129,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1130,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1131,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F40E750E50514D,多帧发送的第1帧
1132,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1133,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1134,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1135,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x243606350F0010,最高单体动力蓄电池电压所在编号37.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
1136,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1137,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1138,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1139,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1140,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1141,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1142,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1143,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1144,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1145,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F70E590E50E14D,多帧发送的第1帧
1146,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1147,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1148,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF70E760E0000FD,电压输出值（V）383.10V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1149,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1150,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x2A360635110010,最高单体动力蓄电池电压所在编号43.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1127687.00；最低动力蓄电池温度268439811.00℃；最低动力蓄电池温度检测点编号1048594.00；
1151,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1152,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1153,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1154,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1155,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1156,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1157,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1158,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1159,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1160,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F70E5C0E50314D,多帧发送的第1帧
1161,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1162,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1163,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1164,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1165,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x2E3606350F0010,最高单体动力蓄电池电压所在编号47.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
1166,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1167,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1168,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1169,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1170,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1171,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1172,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1173,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1174,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F70E5F0E50414D,多帧发送的第1帧
1175,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1176,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1177,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1178,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1179,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x533606350F0010,最高单体动力蓄电池电压所在编号84.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
1180,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1181,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1182,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1183,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1184,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1185,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xF80E760E0000FD,电压输出值（V）383.20V；电流输出值(A)29.80A；累计充电时间(min)16580608.00min；
1186,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
1187,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
1188,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
1189,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01F90E5D0E50814D,多帧发送的第1帧
1190,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x022D00FFFFFFFFFF,多帧发送的第2帧
1191,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)4.50V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
1192,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510580E02,电压需求426.10V；电流需求13074.40A；辨识结果:恒流充电；
